booking_id,passenger_id,flight_id,booking_date,status,seat_number,passport_hash,emergency_contact_phone_masked
B1481,P1974,6F052,2025-06-11 11:37:36.951,CONFIRMED,4D,d2b212652d1b96c6,XXXXXX8664
B1482,P1268,SJ170,2025-08-29 11:37:36.951,PENDING,14E,74dadb995916d0e0,XXXXXX6092
B1483,P1411,SJ119,2025-06-09 11:37:36.951,UNKNOWN,26B,d0e85439b67a9bc4,XXXXXX9169
B1484,P1672,AI219,2025-05-07 11:37:36.951,CONFIRMED,13B,f0fad13b30052dcd,XXXXXX6412
B1485,P1618,6F220,2025-07-05 11:37:36.951,CANCELLED,12D,d02af4737a7893f2,XXXXXX6833
B1486,P1790,AI207,2025-05-04 11:37:36.951,CONFIRMED,3D,eb0e1703532e1a3f,XXXXXX7259
B1487,P1864,6F024,2026-01-26 11:37:36.951,PENDING,5E,163b7700c114d51b,XXXXXX2871
B1488,P1746,SJ073,2025-05-04 11:37:36.951,CANCELLED,27E,cfda6ec5b2d7e0da,XXXXXX3418
B1489,P1017,SJ201,2025-07-08 11:37:36.951,CANCELLED,24F,eb4f4092b2244f1b,XXXXXX4879
B1490,P1753,AI180,2026-03-10 11:37:36.951,CONFIRMED,29B,b1e062ce0d7c86a1,XXXXXX2386
B1491,P1116,UK022,2025-07-16 11:37:36.951,CONFIRMED,18F,2f6eec1d1ac70ec6,XXXXXX4694
B1492,P1797,AI202,2026-03-27 11:37:36.951,CANCELLED,29C,dfebf4618aadec13,XXXXXX3773
B1493,P1793,6F212,2025-06-01 11:37:36.952,CONFIRMED,26D,57d1786bef591ed8,XXXXXX0915
B1494,P1143,6F163,2025-06-09 11:37:36.952,CANCELLED,23F,3e3ecdeb69545057,XXXXXX9861
B1495,P1716,UK028,2025-10-15 11:37:36.952,CONFIRMED,27D,605d3c98ef971cae,XXXXXX4823
B1496,P1550,6F243,2026-03-21 11:37:36.952,PENDING,7D,0594e6544efdeab3,XXXXXX9307
B1497,P1928,AI165,2025-09-02 11:37:36.952,CONFIRMED,11F,736fda29d3124f75,XXXXXX3751
B1498,P1665,UK099,2025-07-18 11:37:36.952,PENDING,3D,508aa201a986d809,XXXXXX4113
B1499,P1687,AI033,2025-06-17 11:37:36.952,UNKNOWN,17C,d611a0ff249b00c2,XXXXXX6364
B1500,P1960,UK056,2025-04-30 11:37:36.952,CONFIRMED,22D,3ea72dc9ce37ee1d,XXXXXX5186
B1501,P1752,SJ122,2025-09-04 11:37:36.952,CANCELLED,23D,60ea80d3bf834629,XXXXXX3227
B1502,P1421,AI086,2025-10-15 11:37:36.952,CONFIRMED,23F,f2e5f095ec3f38be,XXXXXX9285
B1503,P1897,SJ011,2025-10-17 11:37:36.952,CONFIRMED,25C,312b368397ceeb3f,XXXXXX3000
B1504,P1368,SJ021,2025-04-21 11:37:36.952,PENDING,4E,6e9d6fc91063aee2,XXXXXX2210
B1505,P1645,SJ106,2025-11-29 11:37:36.952,CONFIRMED,8F,373a97927558d708,XXXXXX8147
B1506,P1557,SJ026,2026-01-29 11:37:36.952,CANCELLED,9E,d88377323cf24343,XXXXXX4300
B1507,P1049,SJ245,2025-11-27 11:37:36.952,PENDING,20A,323454b57f371db4,XXXXXX7266
B1508,P1677,AI023,2025-07-31 11:37:36.952,UNKNOWN,9C,d18d78efa1e5e747,XXXXXX0857
B1509,P1105,AI032,2025-09-25 11:37:36.952,CANCELLED,14F,0b56c225fdf7ef5e,XXXXXX2022
B1510,P1215,AI236,2025-05-11 11:37:36.952,CANCELLED,19F,021e28a19522e26e,XXXXXX4326
B1511,P1657,6F094,2025-12-24 11:37:36.952,CANCELLED,15C,eb3699cf2b66fb33,XXXXXX5952
B1512,P1922,UK163,2025-12-21 11:37:36.952,PENDING,4A,731a210a5fba0c5c,XXXXXX9229
B1513,P1424,UK163,2025-06-30 11:37:36.952,CONFIRMED,32B,ed7d6e26ed601665,XXXXXX9146
B1514,P1071,SJ045,2025-05-07 11:37:36.952,CANCELLED,21E,c82e244dbb1e1815,XXXXXX6774
B1515,P1987,SJ006,2025-07-06 11:37:36.952,PENDING,26A,cb296d8f77021708,XXXXXX1986
B1516,P1841,SJ103,2025-08-05 11:37:36.952,CANCELLED,34F,69bbcafe17e9f053,XXXXXX1214
B1517,P1784,6F221,2026-01-16 11:37:36.952,UNKNOWN,31B,f387b2b203c7f6bc,XXXXXX2215
B1518,P1758,SJ147,2026-03-20 11:37:36.952,UNKNOWN,30A,8f9bc399b42c1535,XXXXXX4061
B1519,P1445,SJ064,2026-03-25 11:37:36.952,PENDING,3C,431d12c68bd55a1f,XXXXXX0765
B1520,P1924,AI028,2026-04-02 11:37:36.952,CONFIRMED,27A,4b1cf4ef1fc3db0e,XXXXXX3299
B1521,P1185,AI148,2025-11-08 11:37:36.952,PENDING,31E,b20ad37d39bea089,XXXXXX9694
B1522,P1069,6F263,2025-08-31 11:37:36.952,CONFIRMED,1C,3cbce21f37cd7353,XXXXXX9631
B1523,P1973,SJ067,2025-05-19 11:37:36.952,PENDING,21F,f6acf052f0c15bb8,XXXXXX3458
B1524,P1149,6F061,2025-06-17 11:37:36.952,PENDING,23D,374e11c9cbf1461e,XXXXXX4363
B1525,P1245,AI254,2025-05-29 11:37:36.952,UNKNOWN,11E,6df09e7ecff00999,XXXXXX3227
B1526,P1773,SJ136,2025-11-15 11:37:36.952,CONFIRMED,17D,6fac792293d8f187,XXXXXX2969
B1527,P1537,AI046,2025-07-09 11:37:36.952,PENDING,8A,235cd62ae60ae799,XXXXXX3822
B1528,P1934,UK174,2026-03-28 11:37:36.952,PENDING,6E,ca776d304eecb5ab,XXXXXX4067
B1529,P1651,6F066,2025-04-30 11:37:36.952,UNKNOWN,34C,e067bc06a04b85d1,XXXXXX8533
B1530,P1098,UK095,2025-12-08 11:37:36.952,UNKNOWN,23E,0630bf4e50c3e607,XXXXXX4054
B1531,P1909,6F063,2026-04-01 11:37:36.952,PENDING,30F,ec831d27c8a6baec,XXXXXX0108
B1532,P1277,UK118,2025-04-22 11:37:36.952,PENDING,30A,c89712005b37bd3b,XXXXXX4314
B1533,P1562,UK218,2025-09-15 11:37:36.952,PENDING,28D,04d455a875d1b7d1,XXXXXX4584
B1534,P1662,UK031,2025-09-11 11:37:36.952,CONFIRMED,34E,00563876dc873709,XXXXXX8286
B1535,P1943,UK142,2026-04-02 11:37:36.952,PENDING,6C,a668887c41e1263a,XXXXXX5314
B1536,P1454,AI002,2025-06-01 11:37:36.952,UNKNOWN,4C,41d676edb7481490,XXXXXX6512
B1537,P1103,UK070,2025-10-08 11:37:36.952,CONFIRMED,21F,d25535ba683f8d09,XXXXXX5625
B1538,P1945,SJ121,2026-03-17 11:37:36.952,PENDING,8E,a0e557e997900a15,XXXXXX9144
B1539,P1600,UK201,2025-06-11 11:37:36.952,CONFIRMED,20B,21fd892df4f45c16,XXXXXX9059
B1540,P1652,AI138,2026-01-15 11:37:36.952,CANCELLED,7E,38fbfa1618f4d0d2,XXXXXX6491
B1541,P1724,SJ014,2025-12-16 11:37:36.952,CONFIRMED,26A,5e47242d7ab9d473,XXXXXX9845
B1542,P1232,SJ053,2025-12-13 11:37:36.952,PENDING,14F,f76799c9cafec076,XXXXXX0037
B1543,P1393,SJ241,2025-06-16 11:37:36.952,CANCELLED,4F,7d6fdb59c16fdd06,XXXXXX0271
B1544,P1500,AI249,2025-09-01 11:37:36.952,CANCELLED,16A,efcf1fd2d88870ec,XXXXXX6093
B1545,P1694,AI176,2026-03-08 11:37:36.952,PENDING,8A,d9980468d64530e6,XXXXXX5520
B1546,P1250,SJ234,2026-04-02 11:37:36.952,PENDING,32B,cc09137b24a0cf36,XXXXXX0567
B1547,P1520,6F115,2025-04-18 11:37:36.952,PENDING,16C,6e9ae320b755a4a4,XXXXXX7207
B1548,P1078,AI020,2025-10-04 11:37:36.952,CONFIRMED,7E,9154f3c1bf0ed64e,XXXXXX2739
B1549,P1051,AI020,2025-12-16 11:37:36.952,CONFIRMED,24A,b1f6c64197aaeb7d,XXXXXX9899
B1550,P1897,6F079,2025-12-06 11:37:36.952,CONFIRMED,10D,0e16024880e59136,XXXXXX8049
B1551,P1920,6F104,2025-11-14 11:37:36.952,UNKNOWN,8E,04e763eb8bd4c509,XXXXXX1188
B1552,P1780,UK046,2026-02-06 11:37:36.952,PENDING,32D,95d41decab950008,XXXXXX5811
B1553,P1225,SJ217,2025-11-15 11:37:36.952,CONFIRMED,33D,d34e4a7c4a3e86a7,XXXXXX1142
B1554,P1050,6F142,2025-08-26 11:37:36.952,CANCELLED,8D,7fc60f1b7acef39e,XXXXXX9652
B1555,P1185,SJ139,2026-04-04 11:37:36.952,CONFIRMED,3B,53fa9f893e5ae2a4,XXXXXX2397
B1556,P1033,6F059,2026-01-18 11:37:36.952,CANCELLED,31D,f56c062724f5639f,XXXXXX2837
B1557,P1802,6F067,2025-08-10 11:37:36.952,PENDING,17A,4b93e1d7710e1930,XXXXXX6950
B1558,P1741,AI007,2025-08-07 11:37:36.952,PENDING,27A,df89d45b3eba3e52,XXXXXX6792
B1559,P1130,UK202,2026-01-20 11:37:36.952,CONFIRMED,5F,4da153ac99a2ecb1,XXXXXX9332
B1560,P1631,AI200,2026-03-07 11:37:36.952,CONFIRMED,18C,fcd9ba36fe52a3ba,XXXXXX1527
B1561,P1442,UK172,2026-01-27 11:37:36.952,PENDING,18C,d1575e6da9936ec4,XXXXXX8123
B1562,P1837,6F214,2025-05-01 11:37:36.952,CONFIRMED,10B,9b98f079f99b5b3a,XXXXXX0671
B1563,P1758,UK037,2025-09-11 11:37:36.952,PENDING,27B,449730ca2d30f514,XXXXXX2002
B1564,P1431,AI022,2025-08-14 11:37:36.952,PENDING,17F,4245f6dc6ec8e5f7,XXXXXX3793
B1565,P1703,AI243,2026-02-06 11:37:36.952,CANCELLED,20D,67e7e3f13b608d83,XXXXXX3185
B1566,P1496,SJ174,2025-10-08 11:37:36.952,CONFIRMED,29F,f0dfec3624cdf323,XXXXXX6762
B1567,P1402,SJ079,2025-11-13 11:37:36.952,PENDING,9A,69894c1e35507e1e,XXXXXX1070
B1568,P1322,UK097,2025-12-21 11:37:36.952,CONFIRMED,21A,24800ceb3518540a,XXXXXX2658
B1569,P1209,AI013,2025-12-26 11:37:36.952,CANCELLED,14E,bde76617aed6e1b1,XXXXXX3310
B1570,P1614,UK196,2025-11-21 11:37:36.952,CANCELLED,25E,9a2cfb0ffd1ddd28,XXXXXX2605
B1571,P1328,SJ213,2025-11-06 11:37:36.952,CONFIRMED,2C,21b1466e5bb3ede3,XXXXXX7878
B1572,P1371,UK119,2025-05-26 11:37:36.952,CONFIRMED,5D,41907cd612ad4210,XXXXXX5075
B1573,P1459,AI043,2026-03-18 11:37:36.952,PENDING,19B,9c9120184b4c628e,XXXXXX3229
B1574,P1132,AI043,2025-04-29 11:37:36.952,CANCELLED,18A,23905c137d433255,XXXXXX9310
B1575,P1834,AI143,2025-06-16 11:37:36.952,CANCELLED,2B,1461dedbafd2ce38,XXXXXX6952
B1576,P1650,SJ032,2025-10-20 11:37:36.952,UNKNOWN,6F,ba32be1e4f8d0175,XXXXXX0459
B1577,P1120,6F050,2026-01-24 11:37:36.952,CONFIRMED,23A,e6367b17b1ec5e99,XXXXXX7918
B1578,P1605,AI134,2025-12-25 11:37:36.952,PENDING,6B,d1f0879d5c34c3cd,XXXXXX9506
B1579,P1451,6F182,2025-04-24 11:37:36.952,CONFIRMED,28E,b1b932e57d22e464,XXXXXX9676
B1580,P1964,SJ086,2025-10-08 11:37:36.952,CONFIRMED,20D,b067f8e50aad1cae,XXXXXX8537
B1581,P1128,6F170,2025-08-06 11:37:36.952,CONFIRMED,3D,0ddaa10a7c3fb789,XXXXXX9860
B1582,P1090,UK168,2025-04-24 11:37:36.952,PENDING,34B,a403fac48dfd07a2,XXXXXX9275
B1583,P1603,SJ072,2026-02-22 11:37:36.952,UNKNOWN,33D,77c89c2770d7b897,XXXXXX0940
B1584,P1574,UK075,2025-04-28 11:37:36.952,CANCELLED,21C,529ef9152bd4d4d6,XXXXXX7633
B1585,P1028,6F233,2026-01-08 11:37:36.952,CANCELLED,1C,1c5526e52b8ae6e2,XXXXXX9970
B1586,P1721,SJ143,2025-11-13 11:37:36.952,CANCELLED,25B,0a77cf8459a8d384,XXXXXX4180
B1587,P1523,SJ246,2025-06-28 11:37:36.952,PENDING,34E,c7cd9db778657d71,XXXXXX4298
B1588,P1332,SJ247,2025-11-04 11:37:36.952,CONFIRMED,10B,6f1f77c31bde3429,XXXXXX1813
B1589,P1296,UK157,2025-08-31 11:37:36.952,PENDING,3D,056de7fbab4178c1,XXXXXX8641
B1590,P1129,UK069,2026-04-01 11:37:36.952,CONFIRMED,25B,911eb51ed279cf60,XXXXXX8124
B1591,P1292,AI106,2025-11-20 11:37:36.952,CANCELLED,8A,ee108bfbf7e1bb2d,XXXXXX3665
B1592,P1172,UK085,2025-11-17 11:37:36.952,CONFIRMED,24F,8c62a07bc8945bec,XXXXXX0691
B1593,P1719,6F087,2025-09-24 11:37:36.952,UNKNOWN,1A,11e0435e36b03ea6,XXXXXX6311
B1594,P1943,AI067,2025-06-01 11:37:36.952,CONFIRMED,25E,756c11802ba5efc4,XXXXXX0775
B1595,P1023,6F226,2026-01-07 11:37:36.952,PENDING,4E,27ea8221c7ee2149,XXXXXX5375
B1596,P1098,SJ210,2025-12-20 11:37:36.952,CONFIRMED,15E,34b2b6d4465998c3,XXXXXX7815
B1597,P1405,6F269,2025-10-23 11:37:36.952,CONFIRMED,33A,9f8fa58907e3f83a,XXXXXX6201
B1598,P1355,UK013,2026-01-02 11:37:36.952,CONFIRMED,11B,363bcf221c5238bf,XXXXXX4577
B1599,P1138,UK013,2025-09-30 11:37:36.952,PENDING,9E,ca131e0d05104625,XXXXXX6733
B1600,P1502,UK143,2025-07-20 11:37:36.952,PENDING,2C,33f938aec8f44851,XXXXXX9966
B1601,P1825,6F262,2025-09-07 11:37:36.952,PENDING,28D,e42c17c6e6541139,XXXXXX8100
B1602,P1173,6F042,2025-07-07 11:37:36.952,UNKNOWN,2A,6d3a5b47d558ba39,XXXXXX9344
B1603,P1028,SJ118,2025-12-06 11:37:36.952,CANCELLED,17E,a215703158317966,XXXXXX8468
B1604,P1930,SJ118,2025-11-17 11:37:36.952,CANCELLED,3C,cd86978554eb625b,XXXXXX9471
B1605,P1495,SJ082,2025-10-03 11:37:36.952,CANCELLED,6C,43f5f32130465f5a,XXXXXX8238
B1606,P1654,6F015,2025-07-18 11:37:36.952,CONFIRMED,23E,eced5527ecd7ed9c,XXXXXX0192
B1607,P1827,AI101,2026-02-02 11:37:36.952,UNKNOWN,30F,2e4ec20a2a7bdefd,XXXXXX3146
B1608,P1350,SJ110,2025-06-28 11:37:36.952,CANCELLED,10B,99c33404fca9884b,XXXXXX6165
B1609,P1553,SJ042,2025-10-21 11:37:36.952,CANCELLED,19D,d635aa66589a5768,XXXXXX5414
B1610,P1298,6F145,2025-10-13 11:37:36.952,CONFIRMED,27A,22ea192500200a4c,XXXXXX3593
B1611,P1719,UK029,2026-01-05 11:37:36.952,CANCELLED,14C,fd9b2bccd254ce99,XXXXXX4892
B1612,P1841,SJ200,2025-04-18 11:37:36.952,CANCELLED,28C,1db317477d234762,XXXXXX3103
B1613,P1944,SJ209,2026-01-29 11:37:36.952,CONFIRMED,6A,3da1a7e6e9e9759c,XXXXXX0449
B1614,P1191,AI116,2025-05-11 11:37:36.952,UNKNOWN,30B,e9d01dbda3ef8e00,XXXXXX0528
B1615,P1671,6F117,2025-05-23 11:37:36.952,CANCELLED,33B,8dfecc2c2e0e8a87,XXXXXX8111
B1616,P1063,SJ181,2025-12-23 11:37:36.952,PENDING,17A,6205c125d42309bf,XXXXXX1327
B1617,P1754,AI070,2025-05-10 11:37:36.952,UNKNOWN,18A,8fdb85bce30d222b,XXXXXX8704
B1618,P1769,AI070,2026-01-19 11:37:36.952,CONFIRMED,1B,06492e11cb25d1f1,XXXXXX9430
B1619,P1663,UK042,2026-02-05 11:37:36.952,PENDING,13A,ae1ae134050583e5,XXXXXX2740
B1620,P1214,AI169,2026-02-24 11:37:36.952,PENDING,1B,56e5b8019cea5841,XXXXXX9727
B1621,P1833,6F021,2025-12-21 11:37:36.952,PENDING,27A,48eb5979b4c95f1b,XXXXXX3445
B1622,P1165,SJ046,2025-06-23 11:37:36.952,PENDING,19F,97dd280d89f5920a,XXXXXX2713
B1623,P1542,AI211,2025-08-17 11:37:36.952,CANCELLED,22B,0503f37c5eac8acf,XXXXXX0353
B1624,P1882,SJ091,2025-12-20 11:37:36.952,CANCELLED,34F,6f696e31da58a42d,XXXXXX5944
B1625,P1231,AI123,2026-04-05 11:37:36.952,PENDING,7D,88ee1b157fde98af,XXXXXX8999
B1626,P1793,6F053,2025-04-17 11:37:36.952,CANCELLED,25C,11af09fc03bc5131,XXXXXX3732
B1627,P1540,UK012,2026-01-09 11:37:36.952,PENDING,27E,6a02de3e055b9d8c,XXXXXX8394
B1628,P1194,6F023,2025-11-25 11:37:36.952,PENDING,33A,b77c677b487887e8,XXXXXX1638
B1629,P1505,AI250,2026-01-02 11:37:36.952,CONFIRMED,11A,e1ee46a64f99add6,XXXXXX5072
B1630,P1333,AI238,2026-04-07 11:37:36.952,PENDING,26F,eaf4c1d26773c159,XXXXXX2269
B1631,P1767,UK096,2026-02-17 11:37:36.952,CANCELLED,24F,1e732b3dc2e7bbd4,XXXXXX8353
B1632,P1792,UK126,2026-03-30 11:37:36.952,PENDING,1D,ac1d854324277b78,XXXXXX0781
B1633,P1303,SJ195,2025-08-30 11:37:36.952,CONFIRMED,8E,e39a86d0d4eb1687,XXXXXX1769
B1634,P1832,SJ171,2025-12-25 11:37:36.952,CANCELLED,1C,f1522328e0b5fb1f,XXXXXX5198
B1635,P1436,AI136,2025-08-14 11:37:36.952,UNKNOWN,7C,cd4ec948cbca692f,XXXXXX1859
B1636,P1322,SJ192,2025-05-27 11:37:36.952,CONFIRMED,22B,78d2f62f42f75de6,XXXXXX4980
B1637,P1501,6F035,2025-12-01 11:37:36.952,PENDING,27C,049d4e2ce5df2a2e,XXXXXX0528
B1638,P1857,UK088,2026-02-23 11:37:36.952,CONFIRMED,22C,bc56e78a64e77202,XXXXXX4781
B1639,P1913,6F009,2025-09-14 11:37:36.952,CONFIRMED,24E,fb5323c7813062b8,XXXXXX3873
B1640,P1392,6F004,2026-01-28 11:37:36.952,CANCELLED,30B,720511d46c44186f,XXXXXX4451
B1641,P1805,UK122,2026-03-27 11:37:36.952,UNKNOWN,28D,046a6c5d4b2a9844,XXXXXX9571
B1642,P1598,AI251,2026-02-15 11:37:36.952,PENDING,4E,e97d96d86f8df0a4,XXXXXX6644
B1643,P1148,AI027,2026-02-04 11:37:36.952,PENDING,14A,6dd3fc0948884bd4,XXXXXX3774
B1644,P1760,SJ165,2025-10-20 11:37:36.952,PENDING,20E,2a7c45f0e71a1e3a,XXXXXX5792
B1645,P1832,UK081,2025-08-16 11:37:36.952,CONFIRMED,17D,0928b2a03abd694a,XXXXXX7529
B1646,P1404,UK191,2025-09-27 11:37:36.952,CANCELLED,28C,6d7fa4993ca99d39,XXXXXX4076
B1647,P1282,SJ188,2025-11-06 11:37:36.952,PENDING,14F,cd2003e974756d0d,XXXXXX0840
B1648,P1361,6F016,2025-08-09 11:37:36.952,CONFIRMED,33D,3c9a8bd22bff51ca,XXXXXX8368
B1649,P1378,6F064,2026-04-05 11:37:36.952,PENDING,4F,94f43510f00abfee,XXXXXX3414
B1650,P1197,SJ105,2026-04-03 11:37:36.952,UNKNOWN,10D,d2b428995e389aa3,XXXXXX1933
B1651,P1555,SJ054,2025-09-09 11:37:36.952,CANCELLED,21B,52af7b6268f1e577,XXXXXX8199
B1652,P1355,6F197,2025-12-19 11:37:36.952,PENDING,23C,f757b9ed383a0c7a,XXXXXX0269
B1653,P1539,AI040,2026-03-26 11:37:36.952,CANCELLED,31B,9b933532e7c0c35f,XXXXXX4504
B1654,P1428,AI131,2025-08-14 11:37:36.952,UNKNOWN,31A,f953497d9ad8434c,XXXXXX6787
B1655,P1016,6F141,2025-10-09 11:37:36.952,PENDING,7D,003765d196aaa71a,XXXXXX4650
B1656,P1638,UK035,2025-05-12 11:37:36.952,CONFIRMED,26E,b14fa5a1ba94c10c,XXXXXX9841
B1657,P1378,AI005,2025-08-28 11:37:36.952,CONFIRMED,12B,7cfdabcfb9ea4ed1,XXXXXX9851
B1658,P1679,AI001,2025-06-22 11:37:36.952,CONFIRMED,18D,991c1ce2f3447111,XXXXXX5091
B1659,P1505,UK211,2026-01-17 11:37:36.952,PENDING,6D,cf9fbe56cd274e92,XXXXXX1131
B1660,P1755,SJ189,2026-04-04 11:37:36.952,CANCELLED,12D,d45a33e65cff507b,XXXXXX4370
B1661,P1898,UK006,2025-04-21 11:37:36.952,PENDING,18D,0acf643be4b9470a,XXXXXX6864
B1662,P1075,6F189,2025-10-13 11:37:36.952,CONFIRMED,17A,de5e05eba6d7e332,XXXXXX8498
B1663,P1230,AI133,2025-05-16 11:37:36.952,CANCELLED,15B,75bae1e80cab1eea,XXXXXX6291
B1664,P1715,SJ216,2025-11-08 11:37:36.952,CONFIRMED,25B,323c756827222acb,XXXXXX3111
B1665,P1961,SJ133,2026-03-04 11:37:36.952,CANCELLED,29D,985cd2eda3a9f9a5,XXXXXX0703
B1666,P1247,UK082,2026-03-05 11:37:36.952,PENDING,32C,cc8e3ab350fdd53e,XXXXXX0106
B1667,P1301,6F136,2026-02-16 11:37:36.952,CANCELLED,32C,a1160319f0bcf35f,XXXXXX0625
B1668,P1725,6F039,2025-04-30 11:37:36.952,PENDING,3B,b0807db835be950d,XXXXXX9908
B1669,P1214,AI011,2025-06-16 11:37:36.952,CONFIRMED,3E,5b587193fc5ea7e4,XXXXXX6069
B1670,P1157,SJ225,2025-05-12 11:37:36.952,CANCELLED,16C,a152b86c8649a5b6,XXXXXX1026
B1671,P1068,SJ024,2025-07-08 11:37:36.952,CONFIRMED,22C,7f970189682036e6,XXXXXX8950
B1672,P1392,AI109,2025-08-01 11:37:36.952,CANCELLED,14E,00847d67f2cd145c,XXXXXX1994
B1673,P1084,AI147,2025-06-12 11:37:36.952,UNKNOWN,28B,6a8e4711f453569b,XXXXXX2711
B1674,P1266,UK057,2025-11-03 11:37:36.952,CANCELLED,18C,89be02555b1e21a1,XXXXXX5782
B1675,P1068,6F111,2025-08-01 11:37:36.952,CANCELLED,9A,eaa8a92b20b2a61e,XXXXXX1692
B1676,P1610,AI197,2026-04-14 11:37:36.952,PENDING,24C,6fdb296aab49c35f,XXXXXX1522
B1677,P1346,UK127,2026-01-31 11:37:36.952,PENDING,29C,e96221b55dfdafbf,XXXXXX6384
B1678,P1961,6F240,2025-12-31 11:37:36.952,PENDING,24B,5f8f26cff9e98840,XXXXXX5813
B1679,P1727,6F257,2025-08-17 11:37:36.952,CANCELLED,25A,6109c0eaa5895ad8,XXXXXX8728
B1680,P1926,AI253,2026-03-19 11:37:36.952,UNKNOWN,11F,cea853fa4210a64d,XXXXXX3589
B1681,P1672,SJ135,2026-04-02 11:37:36.952,CANCELLED,15C,5a85b7927e38774e,XXXXXX5577
B1682,P1422,UK112,2025-07-10 11:37:36.952,CANCELLED,20B,2ccfc726332dab60,XXXXXX0562
B1683,P1605,AI050,2025-08-07 11:37:36.952,CONFIRMED,9C,099c7bd8d677bea3,XXXXXX4031
B1684,P1173,UK060,2025-11-18 11:37:36.952,PENDING,8E,0fccda9621720993,XXXXXX4337
B1685,P1676,SJ183,2025-05-15 11:37:36.952,CANCELLED,25E,a130e70ed8f26deb,XXXXXX9394
B1686,P1114,UK138,2025-11-17 11:37:36.952,CONFIRMED,23E,328ffd790ebfeb10,XXXXXX5076
B1687,P1219,SJ071,2025-10-12 11:37:36.952,PENDING,22F,37eb35bd6520c3db,XXXXXX8889
B1688,P1955,AI057,2025-06-14 11:37:36.952,PENDING,9D,03b6db16e31ad318,XXXXXX6032
B1689,P1030,SJ151,2025-07-10 11:37:36.952,CANCELLED,20B,9b89274730aa94f4,XXXXXX9943
B1690,P1522,SJ144,2025-06-28 11:37:36.952,PENDING,12C,1163cd753333286b,XXXXXX5739
B1691,P1342,SJ087,2026-01-23 11:37:36.952,PENDING,12E,b31763ac1158728a,XXXXXX8246
B1692,P1376,SJ066,2026-04-02 11:37:36.952,CONFIRMED,18A,fef8ff9832da9d8e,XXXXXX4649
B1693,P1129,AI247,2026-01-02 11:37:36.952,CONFIRMED,11F,7666023db0303ae7,XXXXXX9241
B1694,P1999,SJ102,2026-04-01 11:37:36.952,PENDING,24D,dbb94bdb2813f7b5,XXXXXX2013
B1695,P1616,6F252,2026-04-13 11:37:36.952,CONFIRMED,4F,5811a87e91b1ddc5,XXXXXX6531
B1696,P1538,6F055,2025-11-28 11:37:36.952,PENDING,11C,0065a8480f204ba1,XXXXXX1789
B1697,P1738,AI204,2025-11-12 11:37:36.952,CANCELLED,34B,4b324676dc144015,XXXXXX1258
B1698,P1001,AI016,2026-02-02 11:37:36.952,CONFIRMED,31D,cc033991fba8353e,XXXXXX9640
B1699,P1870,AI209,2025-12-11 11:37:36.952,PENDING,15D,78b68fa79bce8287,XXXXXX5089
B1700,P1100,SJ211,2026-01-04 11:37:36.952,PENDING,14B,f51f504322265a14,XXXXXX1891
B1701,P1532,6F103,2025-10-16 11:37:36.952,CONFIRMED,13F,fb7d2ada44ceac23,XXXXXX1575
B1702,P1057,UK182,2025-04-22 11:37:36.952,CONFIRMED,31F,379caa9d48f24eab,XXXXXX2340
B1703,P1388,6F264,2025-12-25 11:37:36.952,CANCELLED,19B,c549fa5e5bb54dc6,XXXXXX8483
B1704,P1691,6F027,2025-07-23 11:37:36.952,PENDING,29A,522812f27f99d4e3,XXXXXX3747
B1705,P1940,UK198,2026-01-31 11:37:36.952,CANCELLED,3B,588086d254c2cbd7,XXXXXX4029
B1706,P1340,6F171,2025-09-07 11:37:36.952,CANCELLED,15C,f73743d525adbf30,XXXXXX1687
B1707,P1860,AI004,2025-07-05 11:37:36.952,CANCELLED,1B,f96b404de76485e3,XXXXXX9365
B1708,P1019,6F157,2025-11-22 11:37:36.952,CONFIRMED,3C,9080135d64b24d7f,XXXXXX0743
B1709,P1254,AI018,2025-10-03 11:37:36.952,CANCELLED,22B,097fed4c4da1c3bc,XXXXXX0661
B1710,P1316,UK098,2025-08-05 11:37:36.952,CONFIRMED,21E,49355bf85de46633,XXXXXX0381
B1711,P1037,6F167,2026-01-29 11:37:36.952,UNKNOWN,4C,5e82f24559d92c87,XXXXXX4431
B1712,P1659,AI228,2025-09-06 11:37:36.952,CANCELLED,17C,0710028a19f32a62,XXXXXX9130
B1713,P1536,SJ242,2025-08-31 11:37:36.952,CANCELLED,17D,b2a55a375f284983,XXXXXX1328
B1714,P1385,6F227,2025-12-11 11:37:36.952,PENDING,34C,b29cf3e2092da357,XXXXXX1002
B1715,P1632,6F037,2025-08-27 11:37:36.952,CANCELLED,20C,5b7c129762044ea8,XXXXXX9547
B1716,P1927,6F107,2025-12-22 11:37:36.952,PENDING,28A,87919cbdf7fc9670,XXXXXX6925
B1717,P1025,SJ125,2025-11-06 11:37:36.952,CANCELLED,14A,d2b7b3d783c843a3,XXXXXX7746
B1718,P1453,UK117,2025-06-17 11:37:36.952,CANCELLED,9B,73b704e9a0c8928b,XXXXXX7696
B1719,P1680,6F192,2025-11-12 11:37:36.952,CANCELLED,29E,42a5a3e1a792c63a,XXXXXX5025
B1720,P1322,AI201,2025-11-27 11:37:36.952,CANCELLED,27B,6a5cfb9c175a5f50,XXXXXX2378
B1721,P1736,SJ126,2026-03-25 11:37:36.952,PENDING,21A,9e6fdba009ab3b38,XXXXXX8415
